hidden_layers,activation_function,epochs,learning_rate,batch_size,accuracy
[32],ReLU,250,10.0,64,0.7560975609756098
[32],ReLU,250,10.0,128,0.8
[32],ReLU,250,10.0,256,0.8926829268292683
[32],ReLU,250,10.0,512,0.8975609756097561
[32],ReLU,250,1.0,16,0.6146341463414634
[32],ReLU,250,1.0,32,0.7024390243902439
[32],ReLU,250,1.0,64,0.6536585365853659
[32],ReLU,250,1.0,128,0.9804878048780488
[32],ReLU,250,1.0,256,0.9804878048780488
[32],ReLU,250,1.0,512,0.9804878048780488
[32],ReLU,250,0.1,16,0.9170731707317074
[32],ReLU,250,0.1,32,0.9170731707317074
[32],ReLU,250,0.1,64,0.9853658536585366
[32],ReLU,250,0.1,128,0.9853658536585366
[32],ReLU,250,0.1,256,0.9853658536585366
[32],ReLU,250,0.1,512,0.9853658536585366
[32],ReLU,250,0.01,16,0.9853658536585366
[32],ReLU,250,0.01,32,0.9853658536585366
[32],ReLU,250,0.01,64,0.9853658536585366
[32],ReLU,250,0.01,128,0.9853658536585366
[32],ReLU,250,0.01,256,0.9853658536585366
[32],ReLU,250,0.01,512,0.9853658536585366
[32],ReLU,250,0.001,16,0.9853658536585366
[32],ReLU,250,0.001,32,0.9853658536585366
[32],ReLU,250,0.001,64,0.9853658536585366
[32],ReLU,250,0.001,128,0.9317073170731708
[32],ReLU,250,0.001,256,0.9170731707317074
[32],ReLU,250,0.001,512,0.8926829268292683
[32],ReLU,250,0.0001,16,0.8634146341463415
[32],ReLU,250,0.0001,32,0.8341463414634146
[32],ReLU,250,0.0001,64,0.8292682926829268
[32],ReLU,250,0.0001,128,0.7902439024390244
[32],ReLU,250,0.0001,256,0.7902439024390244
[32],ReLU,250,0.0001,512,0.7463414634146341
[32],Softmax,1,10.0,16,0.551219512195122
[32],Softmax,1,10.0,32,0.751219512195122
[32],Softmax,1,10.0,64,0.7414634146341463
[32],Softmax,1,10.0,128,0.8048780487804879
[32],Softmax,1,10.0,256,0.7707317073170732
[32],Softmax,1,10.0,512,0.526829268292683
[32],Softmax,1,1.0,16,0.7804878048780488
[32],Softmax,1,1.0,32,0.6731707317073171
[32],Softmax,1,1.0,64,0.7853658536585366
[32],Softmax,1,1.0,128,0.8048780487804879
[32],Softmax,1,1.0,256,0.7951219512195122
[32],Softmax,1,1.0,512,0.6146341463414634
[32],Softmax,1,0.1,16,0.824390243902439
[32],Softmax,1,0.1,32,0.8634146341463415
[32],Softmax,1,0.1,64,0.8
[32],Softmax,1,0.1,128,0.7951219512195122
[32],Softmax,1,0.1,256,0.7658536585365854
[32],Softmax,1,0.1,512,0.7609756097560976
[32],Softmax,1,0.01,16,0.7853658536585366
[32],Softmax,1,0.01,32,0.7902439024390244
[32],Softmax,1,0.01,64,0.7707317073170732
[32],Softmax,1,0.01,128,0.5707317073170731
[32],Softmax,1,0.01,256,0.6439024390243903
[32],Softmax,1,0.01,512,0.5024390243902439
[32],Softmax,1,0.001,16,0.6780487804878049
[32],Softmax,1,0.001,32,0.5317073170731708
[32],Softmax,1,0.001,64,0.5365853658536586
[32],Softmax,1,0.001,128,0.5073170731707317
[32],Softmax,1,0.001,256,0.6341463414634146
[32],Softmax,1,0.001,512,0.5024390243902439
[32],Softmax,1,0.0001,16,0.5024390243902439
[32],Softmax,1,0.0001,32,0.4975609756097561
[32],Softmax,1,0.0001,64,0.5024390243902439
[32],Softmax,1,0.0001,128,0.5024390243902439
[32],Softmax,1,0.0001,256,0.4975609756097561
[32],Softmax,1,0.0001,512,0.5024390243902439
[32],Softmax,10,10.0,16,0.7609756097560976
[32],Softmax,10,10.0,32,0.7463414634146341
[32],Softmax,10,10.0,64,0.7463414634146341
[32],Softmax,10,10.0,128,0.5756097560975609
[32],Softmax,10,10.0,256,0.7219512195121951
[32],Softmax,10,10.0,512,0.7804878048780488
[32],Softmax,10,1.0,16,0.7658536585365854
[32],Softmax,10,1.0,32,0.7463414634146341
[32],Softmax,10,1.0,64,0.8146341463414634
[32],Softmax,10,1.0,128,0.8634146341463415
[32],Softmax,10,1.0,256,0.8585365853658536
[32],Softmax,10,1.0,512,0.8634146341463415
[32],Softmax,10,0.1,16,0.9317073170731708
[32],Softmax,10,0.1,32,0.9414634146341463
[32],Softmax,10,0.1,64,0.9658536585365853
[32],Softmax,10,0.1,128,0.9317073170731708
[32],Softmax,10,0.1,256,0.9073170731707317
[32],Softmax,10,0.1,512,0.8780487804878049
[32],Softmax,10,0.01,16,0.9365853658536586
[32],Softmax,10,0.01,32,0.8634146341463415
[32],Softmax,10,0.01,64,0.8292682926829268
[32],Softmax,10,0.01,128,0.8292682926829268
[32],Softmax,10,0.01,256,0.8
[32],Softmax,10,0.01,512,0.7658536585365854
[32],Softmax,10,0.001,16,0.7853658536585366
[32],Softmax,10,0.001,32,0.775609756097561
[32],Softmax,10,0.001,64,0.7609756097560976
[32],Softmax,10,0.001,128,0.7268292682926829
[32],Softmax,10,0.001,256,0.5121951219512195
[32],Softmax,10,0.001,512,0.5317073170731708
[32],Softmax,10,0.0001,16,0.5024390243902439
[32],Softmax,10,0.0001,32,0.7170731707317073
[32],Softmax,10,0.0001,64,0.5560975609756098
[32],Softmax,10,0.0001,128,0.4975609756097561
[32],Softmax,10,0.0001,256,0.47804878048780486
[32],Softmax,10,0.0001,512,0.5024390243902439
[32],Softmax,25,10.0,16,0.7707317073170732
[32],Softmax,25,10.0,32,0.7853658536585366
[32],Softmax,25,10.0,64,0.7365853658536585
[32],Softmax,25,10.0,128,0.7609756097560976
[32],Softmax,25,10.0,256,0.7463414634146341
[32],Softmax,25,10.0,512,0.7560975609756098
[32],Softmax,25,1.0,16,0.8
[32],Softmax,25,1.0,32,0.7414634146341463
[32],Softmax,25,1.0,64,0.8292682926829268
[32],Softmax,25,1.0,128,0.848780487804878
[32],Softmax,25,1.0,256,0.8682926829268293
[32],Softmax,25,1.0,512,0.8975609756097561
[32],Softmax,25,0.1,16,0.9463414634146341
[32],Softmax,25,0.1,32,0.975609756097561
[32],Softmax,25,0.1,64,0.975609756097561
[32],Softmax,25,0.1,128,0.9560975609756097
[32],Softmax,25,0.1,256,0.975609756097561
[32],Softmax,25,0.1,512,0.9463414634146341
[32],Softmax,25,0.01,16,0.9853658536585366
[32],Softmax,25,0.01,32,0.9463414634146341
[32],Softmax,25,0.01,64,0.926829268292683
[32],Softmax,25,0.01,128,0.8926829268292683
[32],Softmax,25,0.01,256,0.848780487804878
[32],Softmax,25,0.01,512,0.8097560975609757
[32],Softmax,25,0.001,16,0.8146341463414634
[32],Softmax,25,0.001,32,0.8
[32],Softmax,25,0.001,64,0.7902439024390244
[32],Softmax,25,0.001,128,0.7707317073170732
[32],Softmax,25,0.001,256,0.7219512195121951
[32],Softmax,25,0.001,512,0.6780487804878049
[32],Softmax,25,0.0001,16,0.8
[32],Softmax,25,0.0001,32,0.7463414634146341
[32],Softmax,25,0.0001,64,0.5365853658536586
[32],Softmax,25,0.0001,128,0.5365853658536586
[32],Softmax,25,0.0001,256,0.5365853658536586
[32],Softmax,25,0.0001,512,0.551219512195122
[32],Softmax,50,10.0,16,0.6146341463414634
[32],Softmax,50,10.0,32,0.7463414634146341
[32],Softmax,50,10.0,64,0.5804878048780487
[32],Softmax,50,10.0,128,0.7609756097560976
[32],Softmax,50,10.0,256,0.6585365853658537
[32],Softmax,50,10.0,512,0.7804878048780488
[32],Softmax,50,1.0,16,0.7560975609756098
[32],Softmax,50,1.0,32,0.8097560975609757
[32],Softmax,50,1.0,64,0.8292682926829268
[32],Softmax,50,1.0,128,0.8731707317073171
[32],Softmax,50,1.0,256,0.8829268292682927
[32],Softmax,50,1.0,512,0.9024390243902439
[32],Softmax,50,0.1,16,0.9219512195121952
[32],Softmax,50,0.1,32,0.9609756097560975
[32],Softmax,50,0.1,64,0.975609756097561
[32],Softmax,50,0.1,128,0.9902439024390244
[32],Softmax,50,0.1,256,0.9804878048780488
[32],Softmax,50,0.1,512,0.9902439024390244
[32],Softmax,50,0.01,16,0.9853658536585366
[32],Softmax,50,0.01,32,0.9902439024390244
[32],Softmax,50,0.01,64,0.9804878048780488
[32],Softmax,50,0.01,128,0.9560975609756097
[32],Softmax,50,0.01,256,0.8926829268292683
[32],Softmax,50,0.01,512,0.848780487804878
[32],Softmax,50,0.001,16,0.848780487804878
[32],Softmax,50,0.001,32,0.8390243902439024
[32],Softmax,50,0.001,64,0.8146341463414634
[32],Softmax,50,0.001,128,0.8195121951219512
[32],Softmax,50,0.001,256,0.7804878048780488
[32],Softmax,50,0.001,512,0.7707317073170732
[32],Softmax,50,0.0001,16,0.7804878048780488
[32],Softmax,50,0.0001,32,0.7707317073170732
[32],Softmax,50,0.0001,64,0.6585365853658537
[32],Softmax,50,0.0001,128,0.4975609756097561
[32],Softmax,50,0.0001,256,0.5756097560975609
[32],Softmax,50,0.0001,512,0.4926829268292683
[32],Softmax,100,10.0,16,0.6878048780487804
[32],Softmax,100,10.0,32,0.7317073170731707
[32],Softmax,100,10.0,64,0.6487804878048781
[32],Softmax,100,10.0,128,0.7560975609756098
[32],Softmax,100,10.0,256,0.7658536585365854
[32],Softmax,100,10.0,512,0.7853658536585366
[32],Softmax,100,1.0,16,0.8048780487804879
[32],Softmax,100,1.0,32,0.8341463414634146
[32],Softmax,100,1.0,64,0.8097560975609757
[32],Softmax,100,1.0,128,0.8048780487804879
[32],Softmax,100,1.0,256,0.8926829268292683
[32],Softmax,100,1.0,512,0.9121951219512195
[32],Softmax,100,0.1,16,0.975609756097561
[32],Softmax,100,0.1,32,0.9658536585365853
[32],Softmax,100,0.1,64,0.9804878048780488
[32],Softmax,100,0.1,128,0.9707317073170731
[32],Softmax,100,0.1,256,0.9853658536585366
[32],Softmax,100,0.1,512,0.975609756097561
[32],Softmax,100,0.01,16,0.9853658536585366
[32],Softmax,100,0.01,32,0.975609756097561
[32],Softmax,100,0.01,64,0.9853658536585366
[32],Softmax,100,0.01,128,0.9902439024390244
[32],Softmax,100,0.01,256,0.9512195121951219
[32],Softmax,100,0.01,512,0.9365853658536586
[32],Softmax,100,0.001,16,0.9073170731707317
[32],Softmax,100,0.001,32,0.8926829268292683
[32],Softmax,100,0.001,64,0.8585365853658536
[32],Softmax,100,0.001,128,0.8195121951219512
[32],Softmax,100,0.001,256,0.824390243902439
[32],Softmax,100,0.001,512,0.775609756097561
[32],Softmax,100,0.0001,16,0.7902439024390244
[32],Softmax,100,0.0001,32,0.7853658536585366
[32],Softmax,100,0.0001,64,0.7609756097560976
[32],Softmax,100,0.0001,128,0.7463414634146341
[32],Softmax,100,0.0001,256,0.7658536585365854
[32],Softmax,100,0.0001,512,0.5024390243902439
[32],Softmax,250,10.0,16,0.7365853658536585
[32],Softmax,250,10.0,32,0.6487804878048781
[32],Softmax,250,10.0,64,0.8
[32],Softmax,250,10.0,128,0.7707317073170732
[32],Softmax,250,10.0,256,0.7170731707317073
[32],Softmax,250,10.0,512,0.7951219512195122
[32],Softmax,250,1.0,16,0.8341463414634146
[32],Softmax,250,1.0,32,0.8146341463414634
[32],Softmax,250,1.0,64,0.8097560975609757
[32],Softmax,250,1.0,128,0.8926829268292683
[32],Softmax,250,1.0,256,0.8146341463414634
[32],Softmax,250,1.0,512,0.8682926829268293
[32],Softmax,250,0.1,16,0.9219512195121952
[32],Softmax,250,0.1,32,0.9414634146341463
[32],Softmax,250,0.1,64,0.975609756097561
[32],Softmax,250,0.1,128,0.9853658536585366
[32],Softmax,250,0.1,256,0.9707317073170731
[32],Softmax,250,0.1,512,0.9902439024390244
[32],Softmax,250,0.01,16,0.9853658536585366
[32],Softmax,250,0.01,32,0.9853658536585366
[32],Softmax,250,0.01,64,0.9804878048780488
[32],Softmax,250,0.01,128,0.9804878048780488
[32],Softmax,250,0.01,256,0.9853658536585366
[32],Softmax,250,0.01,512,0.9804878048780488
[32],Softmax,250,0.001,16,0.9804878048780488
[32],Softmax,250,0.001,32,0.975609756097561
[32],Softmax,250,0.001,64,0.9414634146341463
[32],Softmax,250,0.001,128,0.8829268292682927
[32],Softmax,250,0.001,256,0.8439024390243902
[32],Softmax,250,0.001,512,0.8341463414634146
[32],Softmax,250,0.0001,16,0.8439024390243902
[32],Softmax,250,0.0001,32,0.8195121951219512
[32],Softmax,250,0.0001,64,0.7951219512195122
[32],Softmax,250,0.0001,128,0.7658536585365854
[32],Softmax,250,0.0001,256,0.751219512195122
[32],Softmax,250,0.0001,512,0.5170731707317073
[32],Tanh,1,10.0,16,0.7560975609756098
[32],Tanh,1,10.0,32,0.7414634146341463
[32],Tanh,1,10.0,64,0.7707317073170732
[32],Tanh,1,10.0,128,0.7170731707317073
[32],Tanh,1,10.0,256,0.7365853658536585
[32],Tanh,1,10.0,512,0.7365853658536585
[32],Tanh,1,1.0,16,0.7853658536585366
[32],Tanh,1,1.0,32,0.8
[32],Tanh,1,1.0,64,0.7658536585365854
[32],Tanh,1,1.0,128,0.7951219512195122
[32],Tanh,1,1.0,256,0.8097560975609757
[32],Tanh,1,1.0,512,0.7609756097560976
[32],Tanh,1,0.1,16,0.7560975609756098
[32],Tanh,1,0.1,32,0.7707317073170732
[32],Tanh,1,0.1,64,0.8048780487804879
[32],Tanh,1,0.1,128,0.8048780487804879
[32],Tanh,1,0.1,256,0.7804878048780488
[32],Tanh,1,0.1,512,0.7951219512195122
[32],Tanh,1,0.01,16,0.7853658536585366
[32],Tanh,1,0.01,32,0.8146341463414634
[32],Tanh,1,0.01,64,0.775609756097561
[32],Tanh,1,0.01,128,0.8146341463414634
[32],Tanh,1,0.01,256,0.7414634146341463
[32],Tanh,1,0.01,512,0.6634146341463415
[32],Tanh,1,0.001,16,0.7463414634146341
[32],Tanh,1,0.001,32,0.7853658536585366
[32],Tanh,1,0.001,64,0.7658536585365854
[32],Tanh,1,0.001,128,0.5658536585365853
[32],Tanh,1,0.001,256,0.5463414634146342
[32],Tanh,1,0.001,512,0.5073170731707317
[32],Tanh,1,0.0001,16,0.43902439024390244
[32],Tanh,1,0.0001,32,0.2682926829268293
[32],Tanh,1,0.0001,64,0.7121951219512195
[32],Tanh,1,0.0001,128,0.7024390243902439
[32],Tanh,1,0.0001,256,0.6731707317073171
[32],Tanh,1,0.0001,512,0.4975609756097561
[32],Tanh,10,10.0,16,0.7219512195121951
[32],Tanh,10,10.0,32,0.7804878048780488
[32],Tanh,10,10.0,64,0.7902439024390244
[32],Tanh,10,10.0,128,0.7853658536585366
[32],Tanh,10,10.0,256,0.7463414634146341
[32],Tanh,10,10.0,512,0.7560975609756098
[32],Tanh,10,1.0,16,0.8097560975609757
[32],Tanh,10,1.0,32,0.8048780487804879
[32],Tanh,10,1.0,64,0.9121951219512195
[32],Tanh,10,1.0,128,0.824390243902439
[32],Tanh,10,1.0,256,0.9121951219512195
[32],Tanh,10,1.0,512,0.8731707317073171
[32],Tanh,10,0.1,16,0.9365853658536586
[32],Tanh,10,0.1,32,0.9853658536585366
[32],Tanh,10,0.1,64,0.9804878048780488
[32],Tanh,10,0.1,128,0.9658536585365853
[32],Tanh,10,0.1,256,0.926829268292683
[32],Tanh,10,0.1,512,0.8634146341463415
[32],Tanh,10,0.01,16,0.9121951219512195
[32],Tanh,10,0.01,32,0.8731707317073171
[32],Tanh,10,0.01,64,0.8585365853658536
[32],Tanh,10,0.01,128,0.8195121951219512
[32],Tanh,10,0.01,256,0.8146341463414634
[32],Tanh,10,0.01,512,0.8
[32],Tanh,10,0.001,16,0.8048780487804879
[32],Tanh,10,0.001,32,0.8
[32],Tanh,10,0.001,64,0.7853658536585366
[32],Tanh,10,0.001,128,0.7804878048780488
[32],Tanh,10,0.001,256,0.775609756097561
[32],Tanh,10,0.001,512,0.7414634146341463
[32],Tanh,10,0.0001,16,0.7707317073170732
[32],Tanh,10,0.0001,32,0.7219512195121951
[32],Tanh,10,0.0001,64,0.6682926829268293
[32],Tanh,10,0.0001,128,0.7609756097560976
[32],Tanh,10,0.0001,256,0.5219512195121951
[32],Tanh,10,0.0001,512,0.6731707317073171
[32],Tanh,25,10.0,16,0.697560975609756
[32],Tanh,25,10.0,32,0.8097560975609757
[32],Tanh,25,10.0,64,0.7853658536585366
[32],Tanh,25,10.0,128,0.8146341463414634
[32],Tanh,25,10.0,256,0.8048780487804879
[32],Tanh,25,10.0,512,0.7902439024390244
[32],Tanh,25,1.0,16,0.8390243902439024
[32],Tanh,25,1.0,32,0.8195121951219512
[32],Tanh,25,1.0,64,0.8731707317073171
[32],Tanh,25,1.0,128,0.926829268292683
[32],Tanh,25,1.0,256,0.9512195121951219
[32],Tanh,25,1.0,512,0.9512195121951219
[32],Tanh,25,0.1,16,0.9853658536585366
[32],Tanh,25,0.1,32,0.9853658536585366
[32],Tanh,25,0.1,64,0.9853658536585366
[32],Tanh,25,0.1,128,0.9853658536585366
[32],Tanh,25,0.1,256,0.9853658536585366
[32],Tanh,25,0.1,512,0.9853658536585366
[32],Tanh,25,0.01,16,0.9853658536585366
[32],Tanh,25,0.01,32,0.9853658536585366
[32],Tanh,25,0.01,64,0.9658536585365853
[32],Tanh,25,0.01,128,0.9170731707317074
[32],Tanh,25,0.01,256,0.8585365853658536
[32],Tanh,25,0.01,512,0.8097560975609757
[32],Tanh,25,0.001,16,0.8195121951219512
[32],Tanh,25,0.001,32,0.8048780487804879
[32],Tanh,25,0.001,64,0.7902439024390244
[32],Tanh,25,0.001,128,0.7902439024390244
[32],Tanh,25,0.001,256,0.7902439024390244
[32],Tanh,25,0.001,512,0.7853658536585366
[32],Tanh,25,0.0001,16,0.8
[32],Tanh,25,0.0001,32,0.7853658536585366
[32],Tanh,25,0.0001,64,0.7707317073170732
[32],Tanh,25,0.0001,128,0.6
[32],Tanh,25,0.0001,256,0.6682926829268293
[32],Tanh,25,0.0001,512,0.5707317073170731
[32],Tanh,50,10.0,16,0.6682926829268293
[32],Tanh,50,10.0,32,0.8048780487804879
[32],Tanh,50,10.0,64,0.8097560975609757
[32],Tanh,50,10.0,128,0.7853658536585366
[32],Tanh,50,10.0,256,0.8341463414634146
[32],Tanh,50,10.0,512,0.8292682926829268
[32],Tanh,50,1.0,16,0.8390243902439024
[32],Tanh,50,1.0,32,0.7804878048780488
[32],Tanh,50,1.0,64,0.8439024390243902
[32],Tanh,50,1.0,128,0.8439024390243902
[32],Tanh,50,1.0,256,0.9121951219512195
[32],Tanh,50,1.0,512,0.9658536585365853
[32],Tanh,50,0.1,16,1.0
[32],Tanh,50,0.1,32,0.9853658536585366
[32],Tanh,50,0.1,64,0.9853658536585366
[32],Tanh,50,0.1,128,0.9853658536585366
[32],Tanh,50,0.1,256,0.9853658536585366
[32],Tanh,50,0.1,512,0.9853658536585366
[32],Tanh,50,0.01,16,0.9853658536585366
[32],Tanh,50,0.01,32,0.9853658536585366
[32],Tanh,50,0.01,64,0.9853658536585366
[32],Tanh,50,0.01,128,0.9853658536585366
[32],Tanh,50,0.01,256,0.9219512195121952
[32],Tanh,50,0.01,512,0.8682926829268293
[32],Tanh,50,0.001,16,0.8731707317073171
[32],Tanh,50,0.001,32,0.8341463414634146
[32],Tanh,50,0.001,64,0.8195121951219512
[32],Tanh,50,0.001,128,0.775609756097561
[32],Tanh,50,0.001,256,0.7951219512195122
[32],Tanh,50,0.001,512,0.7902439024390244
[32],Tanh,50,0.0001,16,0.8
[32],Tanh,50,0.0001,32,0.7853658536585366
[32],Tanh,50,0.0001,64,0.8
[32],Tanh,50,0.0001,128,0.7365853658536585
[32],Tanh,50,0.0001,256,0.7560975609756098
[32],Tanh,50,0.0001,512,0.551219512195122
[32],Tanh,100,10.0,16,0.6487804878048781
[32],Tanh,100,10.0,32,0.7707317073170732
[32],Tanh,100,10.0,64,0.8097560975609757
[32],Tanh,100,10.0,128,0.7951219512195122
[32],Tanh,100,10.0,256,0.775609756097561
[32],Tanh,100,10.0,512,0.8682926829268293
[32],Tanh,100,1.0,16,0.8
[32],Tanh,100,1.0,32,0.7658536585365854
[32],Tanh,100,1.0,64,0.848780487804878
[32],Tanh,100,1.0,128,0.8780487804878049
[32],Tanh,100,1.0,256,0.9560975609756097
[32],Tanh,100,1.0,512,1.0
[32],Tanh,100,0.1,16,1.0
[32],Tanh,100,0.1,32,0.9853658536585366
[32],Tanh,100,0.1,64,0.9853658536585366
[32],Tanh,100,0.1,128,0.9853658536585366
[32],Tanh,100,0.1,256,0.9853658536585366
[32],Tanh,100,0.1,512,0.9853658536585366
[32],Tanh,100,0.01,16,0.9853658536585366
[32],Tanh,100,0.01,32,0.9853658536585366
[32],Tanh,100,0.01,64,0.9853658536585366
[32],Tanh,100,0.01,128,0.9853658536585366
[32],Tanh,100,0.01,256,0.9853658536585366
[32],Tanh,100,0.01,512,0.9658536585365853
[32],Tanh,100,0.001,16,0.9365853658536586
[32],Tanh,100,0.001,32,0.8975609756097561
[32],Tanh,100,0.001,64,0.8585365853658536
[32],Tanh,100,0.001,128,0.8341463414634146
[32],Tanh,100,0.001,256,0.8097560975609757
[32],Tanh,100,0.001,512,0.7951219512195122
[32],Tanh,100,0.0001,16,0.8
[32],Tanh,100,0.0001,32,0.7902439024390244
[32],Tanh,100,0.0001,64,0.7902439024390244
[32],Tanh,100,0.0001,128,0.7902439024390244
[32],Tanh,100,0.0001,256,0.7414634146341463
[32],Tanh,100,0.0001,512,0.751219512195122
[32],Tanh,250,10.0,16,0.7902439024390244
[32],Tanh,250,10.0,32,0.751219512195122
[32],Tanh,250,10.0,64,0.7560975609756098
[32],Tanh,250,10.0,128,0.7804878048780488
[32],Tanh,250,10.0,256,0.7268292682926829
[32],Tanh,250,10.0,512,0.7560975609756098
[32],Tanh,250,1.0,16,0.7609756097560976
[32],Tanh,250,1.0,32,0.8146341463414634
[32],Tanh,250,1.0,64,0.8341463414634146
[32],Tanh,250,1.0,128,0.8634146341463415
[32],Tanh,250,1.0,256,0.8536585365853658
[32],Tanh,250,1.0,512,1.0
[32],Tanh,250,0.1,16,0.9853658536585366
[32],Tanh,250,0.1,32,0.9853658536585366
[32],Tanh,250,0.1,64,0.9853658536585366
[32],Tanh,250,0.1,128,0.9853658536585366
[32],Tanh,250,0.1,256,0.9853658536585366
[32],Tanh,250,0.1,512,0.9853658536585366
[32],Tanh,250,0.01,16,0.9853658536585366
[32],Tanh,250,0.01,32,0.9853658536585366
[32],Tanh,250,0.01,64,0.9853658536585366
[32],Tanh,250,0.01,128,0.9853658536585366
[32],Tanh,250,0.01,256,0.9853658536585366
[32],Tanh,250,0.01,512,0.9853658536585366
[32],Tanh,250,0.001,16,0.9853658536585366
[32],Tanh,250,0.001,32,0.9853658536585366
[32],Tanh,250,0.001,64,0.9804878048780488
[32],Tanh,250,0.001,128,0.8926829268292683
[32],Tanh,250,0.001,256,0.848780487804878
[32],Tanh,250,0.001,512,0.8341463414634146
[32],Tanh,250,0.0001,16,0.8146341463414634
[32],Tanh,250,0.0001,32,0.8146341463414634
[32],Tanh,250,0.0001,64,0.8048780487804879
[32],Tanh,250,0.0001,128,0.8097560975609757
[32],Tanh,250,0.0001,256,0.8048780487804879
[32],Tanh,250,0.0001,512,0.7902439024390244
[64],Identity,1,10.0,16,0.3121951219512195
[64],Identity,1,10.0,32,0.6878048780487804
[64],Identity,1,10.0,64,0.8
[64],Identity,1,10.0,128,0.7804878048780488
[64],Identity,1,10.0,256,0.7951219512195122
[64],Identity,1,10.0,512,0.7560975609756098
[64],Identity,1,1.0,16,0.5609756097560976
[64],Identity,1,1.0,32,0.7853658536585366
[64],Identity,1,1.0,64,0.7804878048780488
[64],Identity,1,1.0,128,0.7804878048780488
[64],Identity,1,1.0,256,0.8097560975609757
[64],Identity,1,1.0,512,0.2780487804878049
[64],Identity,1,0.1,16,0.8048780487804879
[64],Identity,1,0.1,32,0.7658536585365854
[64],Identity,1,0.1,64,0.7853658536585366
[64],Identity,1,0.1,128,0.7707317073170732
[64],Identity,1,0.1,256,0.7560975609756098
[64],Identity,1,0.1,512,0.7268292682926829
[64],Identity,1,0.01,16,0.7951219512195122
[64],Identity,1,0.01,32,0.8146341463414634
[64],Identity,1,0.01,64,0.8097560975609757
[64],Identity,1,0.01,128,0.8
[64],Identity,1,0.01,256,0.7707317073170732
[64],Identity,1,0.01,512,0.7463414634146341
[64],Identity,1,0.001,16,0.7707317073170732
[64],Identity,1,0.001,32,0.7560975609756098
[64],Identity,1,0.001,64,0.7170731707317073
[64],Identity,1,0.001,128,0.6536585365853659
[64],Identity,1,0.001,256,0.6487804878048781
[64],Identity,1,0.001,512,0.5951219512195122
[64],Identity,1,0.0001,16,0.6634146341463415
