hidden_layers,activation_fn,learning_rate,batch_size,epochs,test_loss,test_accuracy
"[32, 16, 8]",Linear,0.1,16,100,0.3430069386959076,0.8500000238418579
"[32, 16, 8]",Linear,0.1,16,250,0.36967313289642334,0.8475000262260437
"[32, 16, 8]",Linear,0.1,32,1,0.48014548420906067,0.8125
"[32, 16, 8]",Linear,0.1,32,10,0.44665613770484924,0.8224999904632568
"[32, 16, 8]",Linear,0.1,32,25,0.35014575719833374,0.8475000262260437
"[32, 16, 8]",Linear,0.1,32,50,0.3605005145072937,0.8324999809265137
"[32, 16, 8]",Linear,0.1,32,100,0.33915528655052185,0.8500000238418579
"[32, 16, 8]",Linear,0.1,32,250,0.36398783326148987,0.8525000214576721
"[32, 16, 8]",Linear,0.1,64,1,0.36537209153175354,0.8349999785423279
"[32, 16, 8]",Linear,0.1,64,10,0.35137227177619934,0.8450000286102295
"[32, 16, 8]",Linear,0.1,64,25,0.34726983308792114,0.8550000190734863
"[32, 16, 8]",Linear,0.1,64,50,0.37577223777770996,0.8424999713897705
"[32, 16, 8]",Linear,0.1,64,100,0.366341233253479,0.8424999713897705
"[32, 16, 8]",Linear,0.1,64,250,0.3600684404373169,0.8324999809265137
"[32, 16, 8]",Linear,0.1,128,1,0.4107743501663208,0.8100000023841858
"[32, 16, 8]",Linear,0.1,128,10,0.3427927792072296,0.8500000238418579
"[32, 16, 8]",Linear,0.1,128,25,0.39621296525001526,0.8500000238418579
"[32, 16, 8]",Linear,0.1,128,50,0.3517987132072449,0.8550000190734863
"[32, 16, 8]",Linear,0.1,128,100,0.3487412631511688,0.8500000238418579
"[32, 16, 8]",Linear,0.1,128,250,0.3464408218860626,0.8500000238418579
"[32, 16, 8]",Linear,0.1,256,1,0.39073559641838074,0.8550000190734863
"[32, 16, 8]",Linear,0.1,256,10,0.3563106060028076,0.8475000262260437
"[32, 16, 8]",Linear,0.1,256,25,0.3526642918586731,0.8500000238418579
"[32, 16, 8]",Linear,0.1,256,50,0.35131368041038513,0.8450000286102295
"[32, 16, 8]",Linear,0.1,256,100,1.7317285537719727,0.6474999785423279
"[32, 16, 8]",Linear,0.1,256,250,0.344416081905365,0.8525000214576721
"[32, 16, 8]",Linear,0.1,512,1,0.5425552129745483,0.8174999952316284
"[32, 16, 8]",Linear,0.1,512,10,0.3611861765384674,0.8525000214576721
"[32, 16, 8]",Linear,0.1,512,25,0.3580767512321472,0.8399999737739563
"[32, 16, 8]",Linear,0.1,512,50,0.37364619970321655,0.8575000166893005
"[32, 16, 8]",Linear,0.1,512,100,0.3532983660697937,0.8424999713897705
"[32, 16, 8]",Linear,0.1,512,250,0.3558032512664795,0.8500000238418579
"[32, 16, 8]",Linear,0.01,16,1,0.33898600935935974,0.8475000262260437
"[32, 16, 8]",Linear,0.01,16,10,0.3583396077156067,0.8550000190734863
"[32, 16, 8]",Linear,0.01,16,25,0.35420599579811096,0.8550000190734863
"[32, 16, 8]",Linear,0.01,16,50,0.3501536250114441,0.8450000286102295
"[32, 16, 8]",Linear,0.01,16,100,0.3486899137496948,0.8475000262260437
"[32, 16, 8]",Linear,0.01,16,250,0.3535246253013611,0.8475000262260437
"[32, 16, 8]",Linear,0.01,32,1,0.37088432908058167,0.8324999809265137
"[32, 16, 8]",Linear,0.01,32,10,0.3508033752441406,0.8575000166893005
"[32, 16, 8]",Linear,0.01,32,25,0.34659308195114136,0.8450000286102295
"[32, 16, 8]",Linear,0.01,32,50,0.3434305489063263,0.8475000262260437
"[32, 16, 8]",Linear,0.01,32,100,0.349507600069046,0.8500000238418579
"[32, 16, 8]",Linear,0.01,32,250,0.34452366828918457,0.8500000238418579
"[32, 16, 8]",Linear,0.01,64,1,0.38541653752326965,0.8525000214576721
"[32, 16, 8]",Linear,0.01,64,10,0.34469830989837646,0.8475000262260437
"[32, 16, 8]",Linear,0.01,64,25,0.3522120714187622,0.8475000262260437
"[32, 16, 8]",Linear,0.01,64,50,0.35336342453956604,0.8500000238418579
"[32, 16, 8]",Linear,0.01,64,100,0.3520009219646454,0.8500000238418579
"[32, 16, 8]",Linear,0.01,64,250,0.3456234037876129,0.8500000238418579
"[32, 16, 8]",Linear,0.01,128,1,0.3545271158218384,0.8450000286102295
"[32, 16, 8]",Linear,0.01,128,10,0.3433977961540222,0.8500000238418579
"[32, 16, 8]",Linear,0.01,128,25,0.3454652726650238,0.8500000238418579
"[32, 16, 8]",Linear,0.01,128,50,0.3502524495124817,0.8450000286102295
"[32, 16, 8]",Linear,0.01,128,100,0.34232425689697266,0.8500000238418579
"[32, 16, 8]",Linear,0.01,128,250,0.3450980484485626,0.8525000214576721
"[32, 16, 8]",Linear,0.01,256,1,0.37984952330589294,0.8450000286102295
"[32, 16, 8]",Linear,0.01,256,10,0.3493773937225342,0.8450000286102295
"[32, 16, 8]",Linear,0.01,256,25,0.3469156324863434,0.8500000238418579
"[32, 16, 8]",Linear,0.01,256,50,0.3434067964553833,0.8525000214576721
"[32, 16, 8]",Linear,0.01,256,100,0.3446020781993866,0.8550000190734863
"[32, 16, 8]",Linear,0.01,256,250,0.3471342921257019,0.8450000286102295
"[32, 16, 8]",Linear,0.01,512,1,0.4725188910961151,0.8125
"[32, 16, 8]",Linear,0.01,512,10,0.350236177444458,0.8525000214576721
"[32, 16, 8]",Linear,0.01,512,25,0.35049042105674744,0.8525000214576721
"[32, 16, 8]",Linear,0.01,512,50,0.34813785552978516,0.8600000143051147
"[32, 16, 8]",Linear,0.01,512,100,0.3444558382034302,0.8475000262260437
"[32, 16, 8]",Linear,0.01,512,250,0.3527604639530182,0.8525000214576721
"[32, 16, 8]",Linear,0.001,16,1,0.36703693866729736,0.8675000071525574
"[32, 16, 8]",Linear,0.001,16,10,0.34445586800575256,0.8550000190734863
"[32, 16, 8]",Linear,0.001,16,25,0.34646910429000854,0.8500000238418579
"[32, 16, 8]",Linear,0.001,16,50,0.3466898798942566,0.8500000238418579
"[32, 16, 8]",Linear,0.001,16,100,0.35020068287849426,0.8475000262260437
"[32, 16, 8]",Linear,0.001,16,250,0.34503790736198425,0.8500000238418579
"[32, 16, 8]",Linear,0.001,32,1,0.44462063908576965,0.8274999856948853
"[32, 16, 8]",Linear,0.001,32,10,0.34594812989234924,0.8500000238418579
"[32, 16, 8]",Linear,0.001,32,25,0.34760159254074097,0.8500000238418579
"[32, 16, 8]",Linear,0.001,32,50,0.34502506256103516,0.8500000238418579
"[32, 16, 8]",Linear,0.001,32,100,0.3477107584476471,0.8450000286102295
"[32, 16, 8]",Linear,0.001,32,250,0.34357261657714844,0.8500000238418579
"[32, 16, 8]",Linear,0.001,64,1,0.5823689103126526,0.7200000286102295
"[32, 16, 8]",Linear,0.001,64,10,0.34451591968536377,0.8500000238418579
"[32, 16, 8]",Linear,0.001,64,25,0.34613001346588135,0.8500000238418579
"[32, 16, 8]",Linear,0.001,64,50,0.3446967303752899,0.8500000238418579
"[32, 16, 8]",Linear,0.001,64,100,0.34693485498428345,0.8500000238418579
"[32, 16, 8]",Linear,0.001,64,250,0.34610745310783386,0.8500000238418579
"[32, 16, 8]",Linear,0.001,128,1,0.5653977394104004,0.7975000143051147
"[32, 16, 8]",Linear,0.001,128,10,0.34543177485466003,0.8500000238418579
"[32, 16, 8]",Linear,0.001,128,25,0.34649068117141724,0.8450000286102295
"[32, 16, 8]",Linear,0.001,128,50,0.3463779389858246,0.8500000238418579
"[32, 16, 8]",Linear,0.001,128,100,0.34598758816719055,0.8450000286102295
"[32, 16, 8]",Linear,0.001,128,250,0.34442630410194397,0.8475000262260437
"[32, 16, 8]",Linear,0.001,256,1,0.6950541138648987,0.4975000023841858
"[32, 16, 8]",Linear,0.001,256,10,0.34614384174346924,0.8424999713897705
"[32, 16, 8]",Linear,0.001,256,25,0.34746184945106506,0.8475000262260437
"[32, 16, 8]",Linear,0.001,256,50,0.3449019193649292,0.8500000238418579
"[32, 16, 8]",Linear,0.001,256,100,0.34495970606803894,0.8500000238418579
"[32, 16, 8]",Linear,0.001,256,250,0.345024973154068,0.8500000238418579
"[32, 16, 8]",Linear,0.001,512,1,0.6890883445739746,0.5325000286102295
"[32, 16, 8]",Linear,0.001,512,10,0.43020913004875183,0.8224999904632568
"[32, 16, 8]",Linear,0.001,512,25,0.3435520529747009,0.8500000238418579
"[32, 16, 8]",Linear,0.001,512,50,0.34512215852737427,0.8475000262260437
"[32, 16, 8]",Linear,0.001,512,100,0.3475359380245209,0.8475000262260437
"[32, 16, 8]",Linear,0.001,512,250,0.34579962491989136,0.8475000262260437
"[32, 16, 8]",Linear,0.0001,16,1,0.6596839427947998,0.6825000047683716
"[32, 16, 8]",Linear,0.0001,16,10,0.3510194420814514,0.8575000166893005
"[32, 16, 8]",Linear,0.0001,16,25,0.3458178639411926,0.8525000214576721
"[32, 16, 8]",Linear,0.0001,16,50,0.34561458230018616,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,16,100,0.34533268213272095,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,16,250,0.34592556953430176,0.8475000262260437
"[32, 16, 8]",Linear,0.0001,32,1,0.7738747596740723,0.3199999928474426
"[32, 16, 8]",Linear,0.0001,32,10,0.4128485918045044,0.8475000262260437
"[32, 16, 8]",Linear,0.0001,32,25,0.34651851654052734,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,32,50,0.3454342186450958,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,32,100,0.34541869163513184,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,32,250,0.3454935550689697,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,64,1,0.6371655464172363,0.7325000166893005
"[32, 16, 8]",Linear,0.0001,64,10,0.5952344536781311,0.7799999713897705
"[32, 16, 8]",Linear,0.0001,64,25,0.37173935770988464,0.8450000286102295
"[32, 16, 8]",Linear,0.0001,64,50,0.3458312153816223,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,64,100,0.34547892212867737,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,64,250,0.3454349637031555,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,128,1,0.7911185622215271,0.3149999976158142
"[32, 16, 8]",Linear,0.0001,128,10,0.6259143352508545,0.7574999928474426
"[32, 16, 8]",Linear,0.0001,128,25,0.5325712561607361,0.7599999904632568
"[32, 16, 8]",Linear,0.0001,128,50,0.375369668006897,0.8525000214576721
"[32, 16, 8]",Linear,0.0001,128,100,0.3453637957572937,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,128,250,0.3454968333244324,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,256,1,0.7175227403640747,0.4000000059604645
"[32, 16, 8]",Linear,0.0001,256,10,0.6059460639953613,0.6875
"[32, 16, 8]",Linear,0.0001,256,25,0.6443293690681458,0.6725000143051147
"[32, 16, 8]",Linear,0.0001,256,50,0.47792720794677734,0.8149999976158142
"[32, 16, 8]",Linear,0.0001,256,100,0.3559805750846863,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,256,250,0.3461851477622986,0.8500000238418579
"[32, 16, 8]",Linear,0.0001,512,1,0.6991621255874634,0.4724999964237213
"[32, 16, 8]",Linear,0.0001,512,10,0.7084236741065979,0.4449999928474426
"[32, 16, 8]",Linear,0.0001,512,25,0.6297705173492432,0.7074999809265137
"[32, 16, 8]",Linear,0.0001,512,50,0.6018441915512085,0.7300000190734863
"[32, 16, 8]",Linear,0.0001,512,100,0.4445112645626068,0.8224999904632568
"[32, 16, 8]",Linear,0.0001,512,250,0.34615665674209595,0.8475000262260437
"[32, 16, 8]",Softmax,10.0,16,1,0.6441543102264404,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,16,10,1.2963322401046753,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,16,25,2.940636396408081,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,16,50,1.414835810661316,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,16,100,3.1408004760742188,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,16,250,2.3297879695892334,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,32,1,2.1402018070220947,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,32,10,1.7898859977722168,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,32,25,1.1539386510849,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,32,50,1.1218669414520264,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,32,100,1.764927625656128,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,32,250,1.0283997058868408,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,64,1,0.6470942497253418,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,64,10,0.8835493326187134,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,64,25,1.866123914718628,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,64,50,0.7474161386489868,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,64,100,0.6282821893692017,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,64,250,1.4610246419906616,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,128,1,2.098787784576416,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,128,10,0.6601145267486572,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,128,25,0.8586164116859436,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,128,50,0.6278131604194641,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,128,100,0.7405054569244385,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,128,250,1.1808151006698608,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,256,1,1.0212799310684204,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,256,10,0.8005280494689941,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,256,25,0.6599493622779846,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,256,50,0.6231495141983032,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,256,100,0.8496699333190918,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,256,250,0.7104050517082214,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,512,1,1.2840903997421265,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,512,10,1.0849523544311523,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,512,25,0.8480117321014404,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,512,50,0.6602537035942078,0.6850000023841858
"[32, 16, 8]",Softmax,10.0,512,100,1.106889247894287,0.3149999976158142
"[32, 16, 8]",Softmax,10.0,512,250,0.6263907551765442,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,16,1,0.6396626830101013,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,16,10,0.7306915521621704,0.3149999976158142
"[32, 16, 8]",Softmax,1.0,16,25,0.5504506826400757,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,16,50,0.6896035075187683,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,16,100,0.9528776407241821,0.3149999976158142
"[32, 16, 8]",Softmax,1.0,16,250,0.653120219707489,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,32,1,0.6478862166404724,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,32,10,0.7217878103256226,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,32,25,0.6324909329414368,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,32,50,0.5343414545059204,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,32,100,0.6350385546684265,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,32,250,0.6436944007873535,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,64,1,0.5967664122581482,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,64,10,0.5124245882034302,0.800000011920929
"[32, 16, 8]",Softmax,1.0,64,25,0.6141358017921448,0.6899999976158142
"[32, 16, 8]",Softmax,1.0,64,50,0.6231974363327026,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,64,100,0.5666499137878418,0.75
"[32, 16, 8]",Softmax,1.0,64,250,0.513214647769928,0.7900000214576721
"[32, 16, 8]",Softmax,1.0,128,1,0.6286678910255432,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,128,10,0.6440573334693909,0.7225000262260437
"[32, 16, 8]",Softmax,1.0,128,25,0.5709539651870728,0.8125
"[32, 16, 8]",Softmax,1.0,128,50,0.5490765571594238,0.7850000262260437
"[32, 16, 8]",Softmax,1.0,128,100,0.6511823534965515,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,128,250,0.4395672678947449,0.8274999856948853
"[32, 16, 8]",Softmax,1.0,256,1,0.8366861939430237,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,256,10,0.6230514049530029,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,256,25,0.539242148399353,0.7850000262260437
"[32, 16, 8]",Softmax,1.0,256,50,0.5452345013618469,0.737500011920929
"[32, 16, 8]",Softmax,1.0,256,100,0.6291163563728333,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,256,250,0.7491084337234497,0.3149999976158142
"[32, 16, 8]",Softmax,1.0,512,1,0.9291187524795532,0.3149999976158142
"[32, 16, 8]",Softmax,1.0,512,10,0.6387941837310791,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,512,25,0.5052084922790527,0.7649999856948853
"[32, 16, 8]",Softmax,1.0,512,50,0.4828132688999176,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,512,100,0.498352974653244,0.6850000023841858
"[32, 16, 8]",Softmax,1.0,512,250,0.6449601054191589,0.7350000143051147
"[32, 16, 8]",Softmax,0.1,16,1,0.4661727845668793,0.824999988079071
"[32, 16, 8]",Softmax,0.1,16,10,0.4264512360095978,0.800000011920929
"[32, 16, 8]",Softmax,0.1,16,25,0.42592689394950867,0.8274999856948853
"[32, 16, 8]",Softmax,0.1,16,50,0.4235799312591553,0.8374999761581421
"[32, 16, 8]",Softmax,0.1,16,100,0.39796212315559387,0.862500011920929
"[32, 16, 8]",Softmax,0.1,16,250,0.48866862058639526,0.6850000023841858
"[32, 16, 8]",Softmax,0.1,32,1,0.42956021428108215,0.8274999856948853
"[32, 16, 8]",Softmax,0.1,32,10,0.3474445044994354,0.8650000095367432
"[32, 16, 8]",Softmax,0.1,32,25,0.38487711548805237,0.8399999737739563
"[32, 16, 8]",Softmax,0.1,32,50,0.35377585887908936,0.8600000143051147
"[32, 16, 8]",Softmax,0.1,32,100,0.348634272813797,0.8824999928474426
"[32, 16, 8]",Softmax,0.1,32,250,0.4042383134365082,0.8125
"[32, 16, 8]",Softmax,0.1,64,1,0.4181927442550659,0.824999988079071
"[32, 16, 8]",Softmax,0.1,64,10,0.3328985273838043,0.8675000071525574
"[32, 16, 8]",Softmax,0.1,64,25,0.3249165415763855,0.8500000238418579
"[32, 16, 8]",Softmax,0.1,64,50,0.35557612776756287,0.8650000095367432
"[32, 16, 8]",Softmax,0.1,64,100,0.4056280255317688,0.8525000214576721
"[32, 16, 8]",Softmax,0.1,64,250,0.5121015310287476,0.8424999713897705
"[32, 16, 8]",Softmax,0.1,128,1,0.6325978636741638,0.6850000023841858
"[32, 16, 8]",Softmax,0.1,128,10,0.37441229820251465,0.8324999809265137
"[32, 16, 8]",Softmax,0.1,128,25,0.3396182656288147,0.8299999833106995
"[32, 16, 8]",Softmax,0.1,128,50,0.3635774850845337,0.8550000190734863
"[32, 16, 8]",Softmax,0.1,128,100,0.4031168222427368,0.8550000190734863
"[32, 16, 8]",Softmax,0.1,128,250,0.5756812691688538,0.8525000214576721
"[32, 16, 8]",Softmax,0.1,256,1,0.6615279912948608,0.6850000023841858
"[32, 16, 8]",Softmax,0.1,256,10,0.3794832229614258,0.8450000286102295
"[32, 16, 8]",Softmax,0.1,256,25,0.341022789478302,0.8450000286102295
"[32, 16, 8]",Softmax,0.1,256,50,0.37441113591194153,0.8450000286102295
"[32, 16, 8]",Softmax,0.1,256,100,0.38460773229599,0.8525000214576721
"[32, 16, 8]",Softmax,0.1,256,250,0.5168527364730835,0.8650000095367432
"[32, 16, 8]",Softmax,0.1,512,1,0.6319018006324768,0.6850000023841858
"[32, 16, 8]",Softmax,0.1,512,10,0.4007265567779541,0.8224999904632568
"[32, 16, 8]",Softmax,0.1,512,25,0.36237257719039917,0.8324999809265137
"[32, 16, 8]",Softmax,0.1,512,50,0.364501029253006,0.8399999737739563
"[32, 16, 8]",Softmax,0.1,512,100,0.4011760354042053,0.8675000071525574
"[32, 16, 8]",Softmax,0.1,512,250,0.4744986593723297,0.8475000262260437
"[32, 16, 8]",Softmax,0.01,16,1,0.6013119220733643,0.6850000023841858
"[32, 16, 8]",Softmax,0.01,16,10,0.3209148347377777,0.875
"[32, 16, 8]",Softmax,0.01,16,25,0.29391396045684814,0.8575000166893005
"[32, 16, 8]",Softmax,0.01,16,50,0.3171817660331726,0.875
"[32, 16, 8]",Softmax,0.01,16,100,0.3990946114063263,0.8650000095367432
"[32, 16, 8]",Softmax,0.01,16,250,0.706258237361908,0.8525000214576721
"[32, 16, 8]",Softmax,0.01,32,1,0.6218916177749634,0.6850000023841858
"[32, 16, 8]",Softmax,0.01,32,10,0.35026705265045166,0.8700000047683716
"[32, 16, 8]",Softmax,0.01,32,25,0.3026832640171051,0.8725000023841858
"[32, 16, 8]",Softmax,0.01,32,50,0.30720067024230957,0.8774999976158142
"[32, 16, 8]",Softmax,0.01,32,100,0.3546008765697479,0.8700000047683716
"[32, 16, 8]",Softmax,0.01,32,250,0.8049928545951843,0.8399999737739563
"[32, 16, 8]",Softmax,0.01,64,1,0.623909056186676,0.6850000023841858
"[32, 16, 8]",Softmax,0.01,64,10,0.3625609874725342,0.8600000143051147
"[32, 16, 8]",Softmax,0.01,64,25,0.3029986321926117,0.8849999904632568
"[32, 16, 8]",Softmax,0.01,64,50,0.3254854083061218,0.8650000095367432
"[32, 16, 8]",Softmax,0.01,64,100,0.34723156690597534,0.8600000143051147
"[32, 16, 8]",Softmax,0.01,64,250,0.5788082480430603,0.8675000071525574
"[32, 16, 8]",Softmax,0.01,128,1,0.6232029795646667,0.6850000023841858
"[32, 16, 8]",Softmax,0.01,128,10,0.37299853563308716,0.8550000190734863
"[32, 16, 8]",Softmax,0.01,128,25,0.3228813409805298,0.8824999928474426
"[32, 16, 8]",Softmax,0.01,128,50,0.32002097368240356,0.875
"[32, 16, 8]",Softmax,0.01,128,100,0.3465246558189392,0.8774999976158142
"[32, 16, 8]",Softmax,0.01,128,250,0.4630526304244995,0.8650000095367432
"[32, 16, 8]",Softmax,0.01,256,1,0.6884998083114624,0.6850000023841858
"[32, 16, 8]",Softmax,0.01,256,10,0.5574814081192017,0.6850000023841858
"[32, 16, 8]",Softmax,0.01,256,25,0.37127071619033813,0.8525000214576721
"[32, 16, 8]",Softmax,0.01,256,50,0.3356071412563324,0.8675000071525574
"[32, 16, 8]",Softmax,0.01,256,100,0.3293418884277344,0.8650000095367432
"[32, 16, 8]",Softmax,0.01,256,250,0.39191168546676636,0.8550000190734863
"[32, 16, 8]",Softmax,0.01,512,1,0.713765561580658,0.3149999976158142
"[32, 16, 8]",Softmax,0.01,512,10,0.6224789023399353,0.6850000023841858
"[32, 16, 8]",Softmax,0.01,512,25,0.5541162490844727,0.6850000023841858
"[32, 16, 8]",Softmax,0.01,512,50,0.3735404312610626,0.8500000238418579
"[32, 16, 8]",Softmax,0.01,512,100,0.320664644241333,0.8725000023841858
"[32, 16, 8]",Softmax,0.01,512,250,0.3165076673030853,0.8725000023841858
"[32, 16, 8]",Softmax,0.001,16,1,0.67290198802948,0.6850000023841858
"[32, 16, 8]",Softmax,0.001,16,10,0.504224956035614,0.6850000023841858
"[32, 16, 8]",Softmax,0.001,16,25,0.37132197618484497,0.8500000238418579
"[32, 16, 8]",Softmax,0.001,16,50,0.352842777967453,0.8575000166893005
"[32, 16, 8]",Softmax,0.001,16,100,0.3043330907821655,0.875
"[32, 16, 8]",Softmax,0.001,16,250,0.31274518370628357,0.8675000071525574
"[32, 16, 8]",Softmax,0.001,32,1,0.6693376302719116,0.6850000023841858
"[32, 16, 8]",Softmax,0.001,32,10,0.6161836385726929,0.6850000023841858
"[32, 16, 8]",Softmax,0.001,32,25,0.40228188037872314,0.8450000286102295
"[32, 16, 8]",Softmax,0.001,32,50,0.3600911796092987,0.862500011920929
"[32, 16, 8]",Softmax,0.001,32,100,0.3241075277328491,0.875
"[32, 16, 8]",Softmax,0.001,32,250,0.2948165237903595,0.8675000071525574
"[32, 16, 8]",Softmax,0.001,64,1,0.6635125875473022,0.6850000023841858
"[32, 16, 8]",Softmax,0.001,64,10,0.6231372952461243,0.6850000023841858
"[32, 16, 8]",Softmax,0.001,64,25,0.5887782573699951,0.6850000023841858
"[32, 16, 8]",Softmax,0.001,64,50,0.39091551303863525,0.8500000238418579
"[32, 16, 8]",Softmax,0.001,64,100,0.36882054805755615,0.8525000214576721
